step,time,object_id,shape,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,quat_w,quat_x,quat_y,quat_z
1111,18.516556,0,1,1.219258,7.068776,0.000000,-19.859634,-3.118506,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1112,18.533222,0,1,0.882570,7.033126,0.000000,-20.102840,-2.468029,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1113,18.549889,0,1,0.542809,7.008785,0.000000,-20.304182,-1.797943,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1114,18.566555,0,1,0.200754,6.996004,0.000000,-20.460094,-1.111568,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1115,18.583221,0,1,-0.142760,6.994961,0.000000,-20.567369,-0.412734,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1116,18.599888,0,1,-0.486860,7.005764,0.000000,-20.623346,0.294270,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1117,18.616554,0,1,-0.830647,7.028439,0.000000,-20.626131,1.004784,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1118,18.633221,0,1,-1.173211,7.062925,0.000000,-20.574772,1.713912,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1119,18.649887,0,1,-1.513652,7.109083,0.000000,-20.469393,2.416699,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1120,18.666553,0,1,-1.851099,7.166692,0.000000,-20.311213,3.108318,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1121,18.683220,0,1,-2.184726,7.235457,0.000000,-20.102484,3.784250,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1122,18.699886,0,1,-2.513761,7.315022,0.000000,-19.846331,4.440432,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1123,18.716553,0,1,-2.837507,7.404973,0.000000,-19.546547,5.073357,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1124,18.733219,0,1,-3.155335,7.504851,0.000000,-19.207367,5.680132,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1125,18.749886,0,1,-3.466691,7.614168,0.000000,-18.833229,6.258473,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1126,18.766552,0,1,-3.771101,7.732408,0.000000,-18.428595,6.806669,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1127,18.783218,0,1,-4.068156,7.859042,0.000000,-17.997829,7.323546,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1128,18.799885,0,1,-4.357520,7.993531,0.000000,-17.545105,7.808398,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1129,18.816551,0,1,-4.638920,8.135333,0.000000,-17.074369,8.260940,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1130,18.833218,0,1,-4.912142,8.283915,0.000000,-16.589331,8.681272,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1131,18.849884,0,1,-5.177029,8.438748,0.000000,-16.093483,9.069838,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1132,18.866550,0,1,-5.433479,8.599321,0.000000,-15.590125,9.427422,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1133,18.883217,0,1,-5.681437,8.765146,0.000000,-15.082379,9.755138,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1134,18.899883,0,1,-5.920903,8.935760,0.000000,-14.573208,10.054431,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1135,18.916550,0,1,-6.151918,9.110733,0.000000,-14.065416,10.327069,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1136,18.933216,0,1,-6.374566,9.289669,0.000000,-13.561642,10.575141,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1137,18.949883,0,1,-6.588973,9.472217,0.000000,-13.064322,10.801013,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1138,18.966549,0,1,-6.795297,9.658072,0.000000,-12.575658,11.007313,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1139,18.983215,0,1,-6.993726,9.846973,0.000000,-12.097549,11.196845,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1140,18.999882,0,1,-7.184472,10.038713,0.000000,-11.631553,11.372513,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1141,19.016548,0,1,-7.367766,10.233131,0.000000,-11.178813,11.537215,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1142,19.033215,0,1,-7.543841,10.430115,0.000000,-10.740009,11.693722,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1143,19.049881,0,1,-7.712935,10.629586,0.000000,-10.315348,11.844552,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1144,19.066547,0,1,-7.875276,10.831506,0.000000,-9.904543,11.991858,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1145,19.083214,0,1,-8.031074,11.035853,0.000000,-9.506850,12.137334,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1146,19.099880,0,1,-8.180519,11.242629,0.000000,-9.121144,12.282157,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1147,19.116547,0,1,-8.323774,11.451837,0.000000,-8.745976,12.426962,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1148,19.133213,0,1,-8.460975,11.663477,0.000000,-8.379703,12.571864,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1149,19.149879,0,1,-8.592228,11.877546,0.000000,-8.020578,12.716503,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1150,19.166546,0,1,-8.717607,12.094021,0.000000,-7.666863,12.860134,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1151,19.183212,0,1,-8.837165,12.312859,0.000000,-7.316929,13.001709,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1152,19.199879,0,1,-8.950927,12.533995,0.000000,-6.969308,13.139976,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1153,19.216545,0,1,-9.058903,12.757339,0.000000,-6.622764,13.273580,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1154,19.233212,0,1,-9.161082,12.982783,0.000000,-6.276308,13.401134,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1155,19.249878,0,1,-9.257451,13.210189,0.000000,-5.929205,13.521286,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1156,19.266544,0,1,-9.347987,13.439404,0.000000,-5.580975,13.632765,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1157,19.283211,0,1,-9.432663,13.670256,0.000000,-5.231362,13.734416,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1158,19.299877,0,1,-9.511455,13.902553,0.000000,-4.880330,13.825238,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1159,19.316544,0,1,-9.584341,14.136094,0.000000,-4.528016,13.904358,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1160,19.333210,0,1,-9.651306,14.370665,0.000000,-4.174704,13.971055,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1161,19.349876,0,1,-9.712345,14.606046,0.000000,-3.820808,14.024755,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1162,19.366543,0,1,-9.767461,14.842010,0.000000,-3.466826,14.065018,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1163,19.383209,0,1,-9.816662,15.078321,0.000000,-3.113334,14.091522,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1164,19.399876,0,1,-9.859975,15.314746,0.000000,-2.760965,14.104054,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1165,19.416542,0,1,-9.897431,15.551045,0.000000,-2.410382,14.102509,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1166,19.433208,0,1,-9.929079,15.786985,0.000000,-2.062274,14.086853,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1167,19.449875,0,1,-9.954977,16.022327,0.000000,-1.717331,14.057143,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1168,19.466541,0,1,-9.975192,16.256842,0.000000,-1.376258,14.013498,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1169,19.483208,0,1,-9.989807,16.490295,0.000000,-1.039738,13.956097,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1170,19.499874,0,1,-9.998914,16.722466,0.000000,-0.708456,13.885173,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1171,19.516541,0,1,-10.002617,16.953135,0.000000,-0.383067,13.801019,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1172,19.533207,0,1,-10.001029,17.182083,0.000000,-0.064207,13.703964,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1173,19.549873,0,1,-9.994274,17.409109,0.000000,0.247506,13.594398,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1174,19.566540,0,1,-9.982488,17.634010,0.000000,0.551498,13.472751,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1175,19.583206,0,1,-9.965810,17.856596,0.000000,0.847222,13.339499,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1176,19.599873,0,1,-9.944393,18.076683,0.000000,1.134171,13.195170,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1177,19.616539,0,1,-9.918394,18.294094,0.000000,1.411881,13.040329,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1178,19.633205,0,1,-9.887980,18.508677,0.000000,1.679932,12.875595,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1179,19.649872,0,1,-9.853319,18.720274,0.000000,1.937972,12.701616,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1180,19.666538,0,1,-9.814590,18.928743,0.000000,2.185686,12.519088,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1181,19.683205,0,1,-9.771969,19.133966,0.000000,2.422817,12.328731,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1182,19.699871,0,1,-9.725638,19.335827,0.000000,2.649186,12.131289,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1183,19.716537,0,1,-9.675782,19.534224,0.000000,2.864659,11.927526,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1184,19.733204,0,1,-9.622586,19.729065,0.000000,3.069166,11.718217,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1185,19.749870,0,1,-9.566234,19.920286,0.000000,3.262692,11.504137,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1186,19.766537,0,1,-9.506907,20.107819,0.000000,3.445294,11.286047,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1187,19.783203,0,1,-9.444788,20.291615,0.000000,3.617063,11.064699,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1188,19.799870,0,1,-9.380055,20.471636,0.000000,3.778150,10.840826,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1189,19.816536,0,1,-9.312881,20.647854,0.000000,3.928745,10.615125,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1190,19.833202,0,1,-9.243439,20.820263,0.000000,4.069078,10.388256,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1191,19.849869,0,1,-9.171893,20.988848,0.000000,4.199424,10.160849,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1192,19.866535,0,1,-9.098403,21.153620,0.000000,4.320065,9.933488,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1193,19.883202,0,1,-9.023126,21.314592,0.000000,4.431325,9.706709,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1194,19.899868,0,1,-8.946208,21.471785,0.000000,4.533540,9.481011,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1195,19.916534,0,1,-8.867797,21.625225,0.000000,4.627056,9.256844,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1196,19.933201,0,1,-8.788025,21.774958,0.000000,4.712231,9.034610,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1197,19.949867,0,1,-8.707026,21.921015,0.000000,4.789434,8.814669,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1198,19.966534,0,1,-8.624922,22.063448,0.000000,4.859026,8.597346,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1199,19.983200,0,1,-8.541836,22.202303,0.000000,4.921377,8.382921,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1200,19.999866,0,1,-8.457875,22.337641,0.000000,4.976842,8.171643,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1201,20.016533,0,1,-8.373152,22.469513,0.000000,5.025784,7.963716,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1202,20.033199,0,1,-8.287764,22.597984,0.000000,5.068549,7.759325,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1203,20.049866,0,1,-8.201803,22.723116,0.000000,5.105481,7.558617,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1204,20.066532,0,1,-8.115367,22.844975,0.000000,5.136915,7.361718,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1205,20.083199,0,1,-8.028535,22.963621,0.000000,5.163171,7.168727,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1206,20.099865,0,1,-7.941387,23.079134,0.000000,5.184562,6.979725,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1207,20.116531,0,1,-7.853996,23.191570,0.000000,5.201394,6.794765,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1208,20.133198,0,1,-7.766433,23.301004,0.000000,5.213955,6.613893,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1209,20.149864,0,1,-7.678762,23.407505,0.000000,5.222526,6.437132,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1210,20.166531,0,1,-7.591043,23.511141,0.000000,5.227376,6.264495,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1211,20.183197,0,1,-7.503333,23.611980,0.000000,5.228765,6.095979,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1212,20.199863,0,1,-7.415684,23.710094,0.000000,5.226938,5.931574,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1213,20.216530,0,1,-7.328133,23.805534,0.000000,5.222797,5.770335,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1214,20.233196,0,1,-7.240686,23.898317,0.000000,5.218679,5.609133,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1215,20.249863,0,1,-7.153389,23.988510,0.000000,5.214586,5.447966,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1216,20.266529,0,1,-7.066279,24.076181,0.000000,5.210525,5.286828,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1217,20.283195,0,1,-6.979394,24.161400,0.000000,5.206506,5.125713,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1218,20.299862,0,1,-6.892720,24.244164,0.000000,5.202535,4.964618,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1219,20.316528,0,1,-6.806108,24.324244,0.000000,5.198614,4.803540,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1220,20.333195,0,1,-6.719563,24.401640,0.000000,5.194715,4.642496,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1221,20.349861,0,1,-6.633082,24.476353,0.000000,5.190837,4.481485,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1222,20.366528,0,1,-6.546665,24.548382,0.000000,5.186983,4.320509,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1223,20.383194,0,1,-6.460311,24.617729,0.000000,5.183150,4.159565,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1224,20.399860,0,1,-6.374022,24.684395,0.000000,5.179340,3.998656,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1225,20.416527,0,1,-6.287795,24.748379,0.000000,5.175553,3.837779,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1226,20.433193,0,1,-6.201630,24.809683,0.000000,5.171790,3.676935,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1227,20.449860,0,1,-6.115529,24.868305,0.000000,5.168049,3.516124,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1228,20.466526,0,1,-6.029487,24.924250,0.000000,5.164333,3.355346,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1229,20.483192,0,1,-5.943507,24.977516,0.000000,5.160642,3.194599,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1230,20.499859,0,1,-5.857589,25.028103,0.000000,5.156975,3.033885,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1231,20.516525,0,1,-5.771731,25.076012,0.000000,5.153333,2.873202,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1232,20.533192,0,1,-5.685934,25.121244,0.000000,5.149715,2.712551,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1233,20.549858,0,1,-5.600195,25.163799,0.000000,5.146123,2.551932,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1234,20.566525,0,1,-5.514517,25.203678,0.000000,5.142557,2.391343,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1235,20.583191,0,1,-5.428896,25.240883,0.000000,5.139017,2.230786,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1236,20.599857,0,1,-5.343333,25.275412,0.000000,5.135503,2.070258,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1237,20.616524,0,1,-5.257829,25.307266,0.000000,5.132016,1.909762,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1238,20.633190,0,1,-5.172381,25.336447,0.000000,5.128556,1.749295,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1239,20.649857,0,1,-5.086992,25.362953,0.000000,5.125122,1.588858,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1240,20.666523,0,1,-5.001659,25.386786,0.000000,5.121716,1.428452,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1241,20.683189,0,1,-4.916381,25.407948,0.000000,5.118336,1.268075,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1242,20.699856,0,1,-4.831159,25.426435,0.000000,5.114985,1.107727,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1243,20.716522,0,1,-4.745992,25.442253,0.000000,5.111662,0.947407,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1244,20.733189,0,1,-4.660880,25.455399,0.000000,5.108367,0.787117,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1245,20.749855,0,1,-4.575822,25.465874,0.000000,5.105101,0.626854,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1246,20.766521,0,1,-4.490819,25.473677,0.000000,5.101863,0.466621,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1247,20.783188,0,1,-4.405868,25.478809,0.000000,5.098654,0.306415,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1248,20.799854,0,1,-4.320970,25.481276,0.000000,5.095474,0.146237,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1249,20.816521,0,1,-4.236124,25.481071,0.000000,5.092324,-0.013914,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1250,20.833187,0,1,-4.151329,25.478199,0.000000,5.089204,-0.174038,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1251,20.849854,0,1,-4.066586,25.472658,0.000000,5.086113,-0.334134,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1252,20.866520,0,1,-3.981894,25.464451,0.000000,5.083053,-0.494204,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1253,20.883186,0,1,-3.897253,25.453575,0.000000,5.080023,-0.654248,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1254,20.899853,0,1,-3.812661,25.440033,0.000000,5.077024,-0.814265,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1255,20.916519,0,1,-3.728119,25.423824,0.000000,5.074055,-0.974256,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1256,20.933186,0,1,-3.643626,25.404949,0.000000,5.071117,-1.134221,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1257,20.949852,0,1,-3.559180,25.383410,0.000000,5.068210,-1.294162,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1258,20.966518,0,1,-3.474781,25.359205,0.000000,5.065335,-1.454078,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1259,20.983185,0,1,-3.390429,25.332336,0.000000,5.062492,-1.613969,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1260,20.999851,0,1,-3.306124,25.302803,0.000000,5.059681,-1.773836,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1261,21.016518,0,1,-3.221866,25.270605,0.000000,5.056902,-1.933678,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1262,21.033184,0,1,-3.137654,25.235744,0.000000,5.054155,-2.093496,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1263,21.049850,0,1,-3.053486,25.198219,0.000000,5.051441,-2.253291,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1264,21.066517,0,1,-2.969364,25.158031,0.000000,5.048759,-2.413062,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1265,21.083183,0,1,-2.885285,25.115183,0.000000,5.046110,-2.572810,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1266,21.099850,0,1,-2.801250,25.069672,0.000000,5.043494,-2.732536,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1267,21.116516,0,1,-2.717256,25.021500,0.000000,5.040912,-2.892239,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1268,21.133183,0,1,-2.633306,24.970665,0.000000,5.038363,-3.051920,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1269,21.149849,0,1,-2.549396,24.917171,0.000000,5.035848,-3.211578,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1270,21.166515,0,1,-2.465528,24.861017,0.000000,5.033367,-3.371216,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1271,21.183182,0,1,-2.381699,24.802202,0.000000,5.030920,-3.530832,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1272,21.199848,0,1,-2.297911,24.740728,0.000000,5.028507,-3.690428,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1273,21.216515,0,1,-2.214162,24.676592,0.000000,5.026128,-3.850003,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1274,21.233181,0,1,-2.130454,24.609798,0.000000,5.023784,-4.009557,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1275,21.249847,0,1,-2.046782,24.540346,0.000000,5.021474,-4.169091,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1276,21.266514,0,1,-1.963149,24.468235,0.000000,5.019200,-4.328605,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1277,21.283180,0,1,-1.879553,24.393465,0.000000,5.016961,-4.488099,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1278,21.299847,0,1,-1.795992,24.316040,0.000000,5.014757,-4.647574,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1279,21.316513,0,1,-1.712469,24.235956,0.000000,5.012589,-4.807032,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1280,21.333179,0,1,-1.628979,24.153215,0.000000,5.010456,-4.966470,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1281,21.349846,0,1,-1.545524,24.067818,0.000000,5.008359,-5.125890,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1282,21.366512,0,1,-1.462102,23.979763,0.000000,5.006298,-5.285293,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1283,21.383179,0,1,-1.378715,23.889053,0.000000,5.004273,-5.444678,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1284,21.399845,0,1,-1.295359,23.795687,0.000000,5.002285,-5.604045,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1285,21.416512,0,1,-1.212037,23.699665,0.000000,5.000333,-5.763396,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1286,21.433178,0,1,-1.128747,23.600986,0.000000,4.998417,-5.922730,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1287,21.449844,0,1,-1.045487,23.499653,0.000000,4.996537,-6.082048,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
