step,time,object_id,shape,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,quat_w,quat_x,quat_y,quat_z
422,7.033370,1,1,-11.939479,15.941677,0.000000,-2.773092,23.029724,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
423,7.050037,1,1,-11.967803,16.326746,0.000000,-2.054808,23.025515,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
424,7.066704,1,1,-11.984212,16.711103,0.000000,-1.340434,22.995317,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
425,7.083371,1,1,-11.988759,17.094301,0.000000,-0.629461,22.938589,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
426,7.100038,1,1,-11.981496,17.475882,0.000000,0.078255,22.854744,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
427,7.116705,1,1,-11.962485,17.855371,0.000000,0.782465,22.743200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
428,7.133372,1,1,-11.931806,18.232296,0.000000,1.482493,22.603428,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
429,7.150039,1,1,-11.889547,18.606169,0.000000,2.177273,22.435005,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
430,7.166706,1,1,-11.835842,18.976503,0.000000,2.865341,22.237700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
431,7.183372,1,1,-11.770843,19.342815,0.000000,3.544891,22.011511,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
432,7.200039,1,1,-11.694746,19.704626,0.000000,4.213855,21.756727,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
433,7.216706,1,1,-11.607788,20.061472,0.000000,4.869954,21.473969,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
434,7.233373,1,1,-11.510244,20.412905,0.000000,5.510819,21.164202,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
435,7.250040,1,1,-11.402431,20.758511,0.000000,6.134059,20.828751,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
436,7.266707,1,1,-11.284699,21.097895,0.000000,6.737411,20.469259,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
437,7.283374,1,1,-11.157438,21.430708,0.000000,7.318754,20.087681,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
438,7.300041,1,1,-11.021062,21.756632,0.000000,7.876268,19.686195,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
439,7.316708,1,1,-10.876008,22.075396,0.000000,8.408428,19.267176,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
440,7.333375,1,1,-10.722732,22.386763,0.000000,8.914090,18.833086,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
441,7.350041,1,1,-10.561697,22.690544,0.000000,9.392474,18.386440,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
442,7.366708,1,1,-10.393372,22.986593,0.000000,9.843189,17.929710,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
443,7.383375,1,1,-10.218220,23.274803,0.000000,10.266209,17.465269,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
444,7.400042,1,1,-10.036699,23.555099,0.000000,10.661839,16.995346,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
445,7.416709,1,1,-9.849249,23.827440,0.000000,11.030658,16.521996,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
446,7.433376,1,1,-9.656303,24.091818,0.000000,11.373494,16.047066,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
447,7.450043,1,1,-9.458271,24.348246,0.000000,11.691357,15.572195,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
448,7.466710,1,1,-9.255541,24.596760,0.000000,11.985401,15.098791,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
449,7.483377,1,1,-9.048479,24.837418,0.000000,12.256882,14.628051,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
450,7.500043,1,1,-8.837431,25.070288,0.000000,12.507115,14.160955,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
451,7.516710,1,1,-8.622718,25.295452,0.000000,12.737439,13.698303,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
452,7.533377,1,1,-8.404640,25.512997,0.000000,12.949195,13.240716,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
453,7.550044,1,1,-8.183476,25.723024,0.000000,13.143689,12.788667,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
454,7.566711,1,1,-7.959481,25.925632,0.000000,13.322201,12.342482,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
455,7.583378,1,1,-7.732892,26.120928,0.000000,13.485947,11.902376,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
456,7.600045,1,1,-7.503923,26.309013,0.000000,13.636087,11.468459,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
457,7.616712,1,1,-7.272779,26.489992,0.000000,13.773708,11.040760,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
458,7.633379,1,1,-7.039642,26.663969,0.000000,13.899829,10.619241,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
459,7.650045,1,1,-6.804679,26.831045,0.000000,14.015396,10.203804,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
460,7.666712,1,1,-6.568047,26.991318,0.000000,14.121284,9.794303,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
461,7.683379,1,1,-6.329884,27.144884,0.000000,14.218299,9.390564,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
462,7.700046,1,1,-6.090322,27.291834,0.000000,14.307186,8.992380,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
463,7.716713,1,1,-5.849478,27.432255,0.000000,14.388620,8.599528,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
464,7.733380,1,1,-5.607462,27.566233,0.000000,14.463222,8.211769,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
465,7.750047,1,1,-5.364374,27.693842,0.000000,14.531550,7.828856,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
466,7.766714,1,1,-5.120304,27.815159,0.000000,14.594122,7.450542,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
467,7.783381,1,1,-4.875339,27.930256,0.000000,14.651398,7.076570,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
468,7.800047,1,1,-4.629555,28.039202,0.000000,14.703796,6.706693,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
469,7.816714,1,1,-4.383024,28.142057,0.000000,14.751700,6.340661,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
470,7.833381,1,1,-4.135813,28.238880,0.000000,14.795451,5.978234,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
471,7.850048,1,1,-3.887984,28.329725,0.000000,14.835356,5.619175,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
472,7.866715,1,1,-3.639592,28.414644,0.000000,14.871692,5.263256,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
473,7.883382,1,1,-3.390692,28.493685,0.000000,14.904707,4.910254,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
474,7.900049,1,1,-3.141333,28.566893,0.000000,14.934628,4.559953,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
475,7.916716,1,1,-2.891562,28.634306,0.000000,14.961650,4.212148,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
476,7.933383,1,1,-2.641424,28.695965,0.000000,14.985950,3.866639,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
477,7.950049,1,1,-2.390959,28.751902,0.000000,15.007688,3.523233,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
478,7.966716,1,1,-2.140207,28.802151,0.000000,15.026998,3.181743,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
479,7.983383,1,1,-1.889205,28.846739,0.000000,15.044004,2.841989,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
480,8.000050,1,1,-1.637988,28.885691,0.000000,15.058810,2.503795,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
481,8.016716,1,1,-1.386593,28.919031,0.000000,15.071507,2.166990,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
482,8.033382,1,1,-1.135051,28.946781,0.000000,15.082172,1.831409,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
483,8.050049,1,1,-0.883395,28.968956,0.000000,15.090869,1.496886,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
484,8.066715,1,1,-0.631657,28.985573,0.000000,15.097649,1.163262,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
485,8.083382,1,1,-0.379868,28.996641,0.000000,15.102551,0.830376,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
486,8.100048,1,1,-0.128057,29.002174,0.000000,15.105602,0.498070,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
487,8.116714,1,1,0.123743,29.002178,0.000000,15.106820,0.166185,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
488,8.133381,1,1,0.375503,28.996656,0.000000,15.106209,-0.165436,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
489,8.150047,1,1,0.627192,28.985613,0.000000,15.103764,-0.496953,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
490,8.166714,1,1,0.878779,28.969046,0.000000,15.099467,-0.828527,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
491,8.183380,1,1,1.130233,28.946951,0.000000,15.093292,-1.160322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
492,8.200047,1,1,1.381520,28.919321,0.000000,15.085198,-1.492502,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
493,8.216713,1,1,1.632608,28.886150,0.000000,15.075133,-1.825236,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
494,8.233379,1,1,1.883463,28.847422,0.000000,15.063035,-2.158697,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
495,8.250046,1,1,2.134048,28.803123,0.000000,15.048827,-2.493060,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
496,8.266712,1,1,2.384326,28.753239,0.000000,15.032417,-2.828504,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
497,8.283379,1,1,2.634258,28.697742,0.000000,15.013702,-3.165214,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
498,8.300045,1,1,2.883802,28.636612,0.000000,14.992562,-3.503379,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
499,8.316711,1,1,3.132914,28.569817,0.000000,14.968861,-3.843190,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
500,8.333378,1,1,3.381549,28.497328,0.000000,14.942444,-4.184846,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
501,8.350044,1,1,3.629654,28.419109,0.000000,14.913139,-4.528548,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
502,8.366711,1,1,3.877179,28.335125,0.000000,14.880756,-4.874501,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
503,8.383377,1,1,4.124067,28.245331,0.000000,14.845080,-5.222916,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
504,8.400043,1,1,4.370256,28.149681,0.000000,14.805873,-5.574005,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
505,8.416710,1,1,4.615681,28.048126,0.000000,14.762870,-5.927983,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
506,8.433376,1,1,4.860273,27.940617,0.000000,14.715785,-6.285069,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
507,8.450043,1,1,5.103954,27.827093,0.000000,14.664294,-6.645479,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
508,8.466709,1,1,5.346642,27.707497,0.000000,14.608050,-7.009431,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
509,8.483376,1,1,5.588247,27.581762,0.000000,14.546664,-7.377139,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
510,8.500042,1,1,5.828677,27.449820,0.000000,14.479718,-7.748813,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
511,8.516708,1,1,6.067825,27.311604,0.000000,14.406753,-8.124658,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
512,8.533375,1,1,6.305578,27.167038,0.000000,14.327266,-8.504863,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
513,8.550041,1,1,6.541816,27.016047,0.000000,14.240711,-8.889605,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
514,8.566708,1,1,6.776403,26.858553,0.000000,14.146501,-9.279046,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
515,8.583374,1,1,7.009198,26.694471,0.000000,14.044002,-9.673322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
516,8.600040,1,1,7.240046,26.523724,0.000000,13.932524,-10.072536,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
517,8.616707,1,1,7.468780,26.346222,0.000000,13.811335,-10.476764,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
518,8.633373,1,1,7.695217,26.161884,0.000000,13.679649,-10.886034,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
519,8.650040,1,1,7.919163,25.970631,0.000000,13.536633,-11.300319,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
520,8.666706,1,1,8.140408,25.772377,0.000000,13.381412,-11.719535,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
521,8.683372,1,1,8.358726,25.567049,0.000000,13.213061,-12.143527,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
522,8.700039,1,1,8.573874,25.354570,0.000000,13.030625,-12.572060,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
523,8.716705,1,1,8.785595,25.134872,0.000000,12.833117,-13.004807,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
524,8.733372,1,1,8.993612,24.907904,0.000000,12.619526,-13.441337,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
525,8.750038,1,1,9.197635,24.673611,0.000000,12.388848,-13.881103,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
526,8.766705,1,1,9.397353,24.431961,0.000000,12.140073,-14.323440,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
527,8.783371,1,1,9.592443,24.182926,0.000000,11.872228,-14.767543,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
528,8.800037,1,1,9.782567,23.926504,0.000000,11.584380,-15.212481,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
529,8.816704,1,1,9.967372,23.662706,0.000000,11.275668,-15.657175,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
530,8.833370,1,1,10.146493,23.391573,0.000000,10.945333,-16.100401,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
531,8.850037,1,1,10.319553,23.113157,0.000000,10.592738,-16.540796,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
532,8.866703,1,1,10.486176,22.827545,0.000000,10.217388,-16.976875,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
533,8.883369,1,1,10.645974,22.534851,0.000000,9.818970,-17.407045,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
534,8.900036,1,1,10.798563,22.235212,0.000000,9.397363,-17.829609,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
535,8.916702,1,1,10.943563,21.928802,0.000000,8.952656,-18.242821,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
536,8.933369,1,1,11.080596,21.615818,0.000000,8.485165,-18.644892,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
537,8.950035,1,1,11.209303,21.296486,0.000000,7.995419,-19.034039,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
538,8.966702,1,1,11.329332,20.971071,0.000000,7.484168,-19.408533,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
539,8.983368,1,1,11.440353,20.639847,0.000000,6.952386,-19.766699,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
540,9.000034,1,1,11.542054,20.303129,0.000000,6.401178,-20.106998,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
541,9.016701,1,1,11.634144,19.961248,0.000000,5.831834,-20.428019,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
542,9.033367,1,1,11.716358,19.614555,0.000000,5.245725,-20.728527,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
543,9.050034,1,1,11.788455,19.263412,0.000000,4.644287,-21.007475,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
544,9.066700,1,1,11.850216,18.908199,0.000000,4.028951,-21.264004,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
545,9.083366,1,1,11.901446,18.549301,0.000000,3.401123,-21.497458,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
546,9.100033,1,1,11.941972,18.187111,0.000000,2.762114,-21.707355,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
547,9.116699,1,1,11.971639,17.822027,0.000000,2.113124,-21.893396,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
548,9.133366,1,1,11.990305,17.454447,0.000000,1.455208,-22.055412,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
549,9.150032,1,1,11.997844,17.084768,0.000000,0.789237,-22.193361,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
550,9.166698,1,1,11.994142,16.713392,0.000000,0.115906,-22.307297,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
551,9.183365,1,1,11.979085,16.340710,0.000000,-0.564276,-22.397333,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
552,9.200031,1,1,11.952570,15.967117,0.000000,-1.250991,-22.463623,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
553,9.216698,1,1,11.914492,15.592998,0.000000,-1.944078,-22.506334,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
554,9.233364,1,1,11.864744,15.218742,0.000000,-2.643538,-22.525627,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
555,9.250031,1,1,11.803216,14.844734,0.000000,-3.349463,-22.521637,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
556,9.266697,1,1,11.729796,14.471354,0.000000,-4.062035,-22.494476,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
557,9.283363,1,1,11.644368,14.098988,0.000000,-4.781466,-22.444212,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
558,9.300030,1,1,11.546813,13.728013,0.000000,-5.507949,-22.370886,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
559,9.316696,1,1,11.437008,13.358816,0.000000,-6.241632,-22.274504,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
560,9.333363,1,1,11.314832,12.991778,0.000000,-6.982551,-22.155050,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
561,9.350029,1,1,11.180166,12.627285,0.000000,-7.730609,-22.012489,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
562,9.366695,1,1,11.032898,12.265718,0.000000,-8.485532,-21.846775,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
563,9.383362,1,1,10.872923,11.907468,0.000000,-9.246848,-21.657846,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
564,9.400028,1,1,10.700150,11.552918,0.000000,-10.013890,-21.445635,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
565,9.416695,1,1,10.514503,11.202460,0.000000,-10.785789,-21.210039,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
566,9.433361,1,1,10.315928,10.856484,0.000000,-11.561483,-20.950920,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
567,9.450027,1,1,10.104387,10.515387,0.000000,-12.339762,-20.668072,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
568,9.466694,1,1,9.879872,10.179573,0.000000,-13.119287,-20.361187,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
569,9.483360,1,1,9.642392,9.849451,0.000000,-13.898638,-20.029839,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
570,9.500027,1,1,9.391983,9.525440,0.000000,-14.676337,-19.673431,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
571,9.516693,1,1,9.128712,9.207980,0.000000,-15.450886,-19.291187,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
572,9.533360,1,1,8.852662,8.897525,0.000000,-16.220764,-18.882126,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
573,9.550026,1,1,8.563949,8.594547,0.000000,-16.984425,-18.445045,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
574,9.566692,1,1,8.262709,8.299550,0.000000,-17.740294,-17.978539,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
575,9.583359,1,1,7.949111,8.013061,0.000000,-18.486696,-17.481016,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
576,9.600025,1,1,7.623358,7.735641,0.000000,-19.221840,-16.950750,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
577,9.616692,1,1,7.285680,7.467877,0.000000,-19.943720,-16.385933,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
578,9.633358,1,1,6.936351,7.210390,0.000000,-20.650103,-15.784754,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
579,9.650024,1,1,6.575688,6.963828,0.000000,-21.338432,-15.145514,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
580,9.666691,1,1,6.204061,6.728859,0.000000,-22.005816,-14.466743,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
581,9.683357,1,1,5.821896,6.506171,0.000000,-22.648989,-13.747331,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
582,9.700024,1,1,5.429680,6.296455,0.000000,-23.264339,-12.986657,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
583,9.716690,1,1,5.027972,6.100399,0.000000,-23.847942,-12.184740,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
584,9.733356,1,1,4.617399,5.918674,0.000000,-24.395647,-11.342349,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
585,9.750023,1,1,4.198660,5.751913,0.000000,-24.903210,-10.461102,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
586,9.766689,1,1,3.772525,5.600704,0.000000,-25.366430,-9.543509,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
587,9.783356,1,1,3.339828,5.465570,0.000000,-25.781340,-8.592970,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
588,9.800022,1,1,2.901458,5.346961,0.000000,-26.144386,-7.613714,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
589,9.816689,1,1,2.458349,5.245233,0.000000,-26.452608,-6.610671,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
590,9.833355,1,1,2.011469,5.160653,0.000000,-26.703760,-5.589284,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
591,9.850021,1,1,1.561802,5.093389,0.000000,-26.896441,-4.555310,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
592,9.866688,1,1,1.110333,5.043509,0.000000,-27.030121,-3.514560,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
593,9.883354,1,1,0.658038,5.010993,0.000000,-27.105137,-2.472675,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
594,9.900021,1,1,0.205867,4.995732,0.000000,-27.122618,-1.434913,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
595,9.916687,1,1,-0.245267,4.997547,0.000000,-27.084379,-0.405979,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
596,9.933353,1,1,-0.694491,5.016192,0.000000,-26.992794,0.610091,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
597,9.950020,1,1,-1.140984,5.051376,0.000000,-26.850628,1.609991,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
598,9.966686,1,1,-1.583975,5.102770,0.000000,-26.660892,2.591151,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
599,9.983353,1,1,-2.022745,5.170018,0.000000,-26.426720,3.551695,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
600,10.000019,1,1,-2.456631,5.252748,0.000000,-26.151236,4.490373,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
601,10.016685,1,1,-2.885014,5.350578,0.000000,-25.837482,5.406448,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
